brand_name,brand_id,rights_owner,complaint_email,rights_type,rights_name,rights_id,category,risk_level
Patchinko,SC_B_1882,ULTIMATE FISHING,,,,,FUN,A
Patek Philippe,SC_B_1599,PATEK PHILIPPE SA GENEVA,Internet.cell@stu.net,商标,AQUANAUT,728667,LUXURY,S
Patron,SC_B_2881,Bacardi & Company Limited,,,,,FUN,S
Paula's Choice,SC_B_3442,"Paula's Choice, LLC",,,,,FUN,S
pavesi,SC_B_2893,Barilla G.e R. Fratelli - Società per Azioni,,,,,FUN,S
Pecorino Toscano,SC_B_1890,Mipaaf - Consorzio tutela Pecorino Toscano D.O.P.,icqrf.capodipartimento@politicheagricole.it,商标,Pecorino Toscano PDO,IT/PDO/0017/0020,FUN,S
Pedigree,SC_B_3150,"MARS, INCORPORATED",,,,,FUN,S
Peng Cheng,SC_B_3173,江苏鹏程伟业家具有限公司,,,,,FUN,A
Penguin,SC_B_5198,Triple A Finance GmbH & Co KG,td-haf@eisenfuhr.com,商标,Penguin,018638160,FUN,A
Pepsi,SC_B_3060,"PEPSICO, INC.",,,,,FUN,S
Pepsodent,SC_B_1897,UNILEVER PLC,unilever.enforcement@incoproip.com,商标,PEPSODENT,S/021451,FUN,S
Peptamen,SC_B_3124,Société des produits Nestlé S.A.,,,,,FUN,S
Perfect Snacks,SC_B_3213,"PERFECT BAR, LLC",,,,,FUN,S
Pernod Ricard,SC_B_2356,PERNOD RICARD,,,,,LUXURY,S
Perrier,SC_B_3127,NESTLE WATERS,,,,,FUN,S
Persol,SC_B_1898,LUXOTTICA GROUP S.P.A.,,,,,LUXURY,S
Peter Millar,SC_B_1899,Peter Millar LLC,,,,,LUXURY,A
Petrus,SC_B_2358,PETRUS,,,,,LUXURY,S
Peugeot,SC_B_2368,ETABLISSEMENTS PEUGEOT FRERES,,,,,3C,S
Pfizer,SC_B_1901,PFIZER INC.,,,,,FUN,A
Philip Morris,SC_B_2366,Philip Morris USA Inc.,,,,,FUN,S
Philipp Plein,SC_B_2508,Philipp Plein,,,,,LUXURY,S
Philips,SC_B_3090,KONINKLIJKE PHILIPS N.V.,snbreactphilips@sina.com,商标,PHILIPS,991346,3C,S
Philosophy,SC_B_3125,Coty Brands Management Inc.,,,,,LUXURY,S
Piaget,SC_B_1903,Richemont International S.A.,brand-enforcement@incopro.co.uk,商标,PIAGET,133699,LUXURY,S
Pictionary,SC_B_1905,MATTEL INC.,,,,,FUN,S
Piks,SC_B_3365,OPPI,,,,,FUN,S
Pilot,SC_B_2295,KABUSHIKI KAISHA PILOT CORPORATION ( PILOTCORPORATION）,,,,,FUN,S
Pinkfong,SC_B_4135,"The Pinkfong Company, Inc.",,,,,FUN,A
Pinko,SC_B_2787,CRIS CONF. S.P.A.,,,,,FUN,A
Pitera,SC_B_1914,Procter &amp; Gamble Company,pg_enforce@opsecsecurity.com,商标,PITERA,13403555,FUN,S
Play LCR,SC_B_5218,"George & Company, LLC",,,,,FUN,A
PlayStation,SC_B_219,Sony Interactive Entertainment Inc.,,,,,3C,S
PNK,SC_B_4128,KING SPIDER LLC,,,,,FUN,A
Pokémon,SC_B_197,"NINTENDO CO.,LTD.",,,,,FUN,S
Ponds,SC_B_1917,联合利华有限公司 UNILEVER N.V.,unilever.enforcement@incoproip.com,商标,Pond's,162754,FUN,S
Pop-Tarts,SC_B_3222,Kellogg Company,,,,,FUN,S
Popsockets,SC_B_235,Popsockets LLC,,,,,FUN,S
Porifera,SC_B_4397,TRAVAINI MATTIA,,,,,FUN,S
Porsche,SC_B_216,DR.ING.H.C.F.PORSCHE AKTIENGESELLSCHAFT,,,,,LUXURY,S
Portofino,SC_B_1920,RICHEMONT INTERNATIONAL SA,,,,,LUXURY,S
Powerade,SC_B_2918,The Coca-Cola Company,,,,,FUN,S
Prada,SC_B_1924,PRADA S.A.,prada_enforce@opsecsecurity.com,商标,PRADA,1260952,LUXURY,S
Pringles,SC_B_3223,Kellogg Company,,,,,FUN,S
Prodent,SC_B_2409,UNILEVER N.V.,,,,,FUN,S
Prosciutto di Parma,SC_B_1935,Mipaaf - Consorzio del Prosciutto di Parma,icqrf.capodipartimento@politicheagricole.it,商标,Prosciutto di Parma,IT/PDO/0117/0067,FUN,S
Prosciutto di San Daniele,SC_B_1936,Mipaaf,icqrf.capodipartimento@politicheagricole.it,商标,Prosciutto di San Daniele,IT/PDO/0017/0065,FUN,S
Prosecco,SC_B_2654,Vintalia Weinhandels GmbH & Co. KG,,,,,FUN,S
Puig,SC_B_2367,"ANTONIO PUIG, SA",,,,,LUXURY,S
Puma,SC_B_200,PUMA SE,,,,,FUN,S
Purdey,SC_B_1939,JAMES PURDEY & SONS LIMITED,,,,,LUXURY,S
Purina,SC_B_3081,Société des produits Nestlé S.A.,,,,,FUN,S
Qeelin,SC_B_1941,QEELINHOLDINGLUXEMBOURG,,,,,LUXURY,S
Rado,SC_B_1947,Rado Uhren AG,,,,,LUXURY,S
Raffaello,SC_B_3070,FERRERO S.P.A.,,,,,LUXURY,S
Rainbow,SC_B_3077,FrieslandCampina Nederland B.V.,,,,,FUN,S
Ralph Lauren,SC_B_2282,"The Polo / Lauren Company ,L. P.",,,,,LUXURY,S
Rambler,SC_B_1948,"YETI Coolers, LLC",ipenforcementgroup16@sideman.com,商标,RAMBLER,4998897,FUN,A
Rare Beauty,SC_B_5465,"RARE BEAUTY, LLC",,,,,LUXURY,S
Ray-Ban,SC_B_1434,LUXOTTICA GROUP S.P.A.,luxotticagroup@convey.it,商标,AVIATOR,1982938,LUXURY,S
Razor,SC_B_3530,Razor USA LLC,,,,,FUN,S
Real Madrid,SC_B_5471,REAL MADRID CLUB DE FUTBOL,,,,,FUN,S
Red Rock Deli,SC_B_3061,Frito-Lay Trading Company GmbH,,,,,FUN,S
Reebok,SC_B_1951,力宝克国际有限公司,adidasip400@adidas.com,商标,REEBOK,330609,FUN,S
Rejoice,SC_B_1954,The Procter &amp; Gamble Company,pg_enforce@opsecsecurity.com,商标,REJOICE,3105236,FUN,S
Remy Cointreau,SC_B_2305,REMY COINTREAU,,,,,LUXURY,S
Renault,SC_B_1522,RENAULT s.a.s,renault.ipr@ybrandprotection.com,商标,Duster,1009057,FUN,S
Rexona,SC_B_1956,联合利华有限公司 UNILEVER N.V.,unilever.enforcement@incoproip.com,商标,REXONA,6387522,FUN,S
Rhude,SC_B_4059,"RVRG Holdings, LLC,Rhude Designs LLC",,,,,FUN,S
Rice Krispies,SC_B_3225,Kellogg Company,,,,,FUN,S
Richard Mille,SC_B_1957,TURLEN HOLDING SA,Internet.cell@stu.net,商标,RICHARD MILLE,G732812,LUXURY,S
Rimmel,SC_B_3131,RIMMEL INTERNATIONAL LIMITED,,,,,LUXURY,S
Rimowa,SC_B_2402,"RIMOWA GmbH,Rimowa GmbH",,,,,LUXURY,A
Rinso,SC_B_1958,UNILEVER N.V.,,,,,FUN,S
Risque,SC_B_3136,Roja Parfums Holdings Limited,,,,,LUXURY,S
Ritz,SC_B_3214,INTERCONTINENTAL GREAT BRANDS LLC,,,,,FUN,S
Roberto Cavalli,SC_B_3137,Roberto Cavalli S.p.A.,,,,,LUXURY,S
Roger Dubuis,SC_B_1967,Richemont International SA,,,,,LUXURY,A
Roger&Gallet,SC_B_1969,L'OREAL SOCIETE ANONYME,,,,,LUXURY,S
Rolex,SC_B_1469,ROLEX SA,jenny.woo@stu.net,商标,DATEJUST,3047450,LUXURY,S
Romwe,SC_B_3985,Roadget Business Pte. Ltd,,,,,FUN,S
Royal Brackla,SC_B_2882,Bacardi & Company Limited,,,,,FUN,S
Royal Canin,SC_B_3152,ROYAL CANIN SAS,,,,,FUN,S
Royal Oak,SC_B_1980,AUDEMARS PIGUET HOLDING SA,jenny.woo@stu.net,商标,ROYAL OAK,G387003,LUXURY,S
Royal Salute,SC_B_1982,CHIVAS HOLDINGS (IP) LIMITED,,,,,LUXURY,S
Royco,SC_B_3200,UNILEVER N.V.,,,,,FUN,S
Ruinart,SC_B_2288,MHCS,,,,,LUXURY,S
S.T. Dupont,SC_B_2275,S.T. DUPONT,,,,,LUXURY,S
Sabina,SC_B_1987,Mipaaf,icqrf.capodipartimento@politicheagricole.it,商标,Sabina PDO,IT/PDO/0017/1511,FUN,S
Safeguard,SC_B_1989,The Procter &amp; Gamble Compnay,pg_enforce@opsecsecurity.com,商标,SAFEGUARD,75405,FUN,S
Saint Laurent,SC_B_1990,YVES SAINT LAURENT,,,,,LUXURY,S
Saint-Gobain,SC_B_2308,COMPAGNIE DE SAINT-GOBAIN,,,,,FUN,S
Salomon,SC_B_2273,SALOMON SAS,,,,,LUXURY,S
San Pellegrino,SC_B_3129,San Pellegrino Societa Per Azioni,,,,,FUN,S
Sanofi,SC_B_2271,SANOFI - AVENTIS,,,,,FUN,S
Satisfyer,SC_B_5197,Triple A Finance GmbH & Co. KG,td-haf@eisenfuhr.com,商标,Satisfyer (figurative),018106055,FUN,A
Scalpers,SC_B_3042,"Scalpers Fashion, S.L.",,,,,LUXURY,S
Schneider Electric,SC_B_2270,SCHNEIDER ELECTRIC SE,,,,,3C,S
Schweppes,SC_B_2919,Schweppes International Limited,,,,,FUN,S
Scion,SC_B_5288,DTTM OPERATIONS LLC,,,,,3C,S
Scrabble,SC_B_1994,"MATTEL, INC.",mattel.enforcement@incoproip.com,商标,Scrabble (ID),IDM000208175,FUN,S
SEB,SC_B_2324,SEB S.A.,,,,,3C,S
Seeds of Change,SC_B_3201,Mars Schweiz AG,,,,,FUN,S
Sephora,SC_B_2268,SEPHORA,,,,,LUXURY,S
Serapian,SC_B_1999,RICHEMONT INTERNATIONAL SA,,,,,LUXURY,S
Sergio Rossi,SC_B_2957,SERGIO ROSSI S.P.A.,,,,,LUXURY,S
Servier,SC_B_2343,LES LABURATIOINES SERVIER,,,,,FUN,S
Sezane,SC_B_2004,BENDA BILI,enforce@ebrandservices.com,商标,SEZANE,4469113,FUN,A
Sheba,SC_B_3162,"MARS, INCORPORATED",,,,,FUN,S
Sheglam,SC_B_3988,Roadget Business Pte. Ltd,,,,,FUN,S
SHEIN,SC_B_3984,ROADGET BUSINESS PTE. LTD,,,,,FUN,S
shu uemura,SC_B_2011,L'OREAL SOCIETE ANYONE,loreal@sipi.sg,商标,SHU UEMURA,1347652,LUXURY,S
Sierra,SC_B_4389,TRAVAINI MATTIA,,,,,FUN,S
Signal,SC_B_2012,UNILEVER PLC,unilever.enforcement@incoproip.com,商标,SIGNAL,TMA1047065,FUN,S
Signify,SC_B_5330,Signify Holding B.V.,,,,,3C,A
siri,SC_B_2014,APPLE INC.,,,,,3C,S
Sisley,SC_B_2265,C.F.E.B. SISLEY,,,,,LUXURY,S
SK-II,SC_B_2015,The Procter & Gamble CO,pg_enforce@opsecsecurity.com,商标,SK-II,677248,FUN,S
skinceuticals,SC_B_2018,L'OREAL SOCIETE ANONYME,,,,,LUXURY,S
Skittles,SC_B_3195,Wm. Wrigley Jr. Company,,,,,FUN,S
Skoal,SC_B_2020,U.S. SMOKELESS TOBACCO COMPANY LLC,,,,,FUN,S
Smarties,SC_B_3130,Société des produits Nestlé S.A.,,,,,FUN,S
Smirnoff,SC_B_2831,"Diageo North America, Inc.",,,,,FUN,S
SmoothSkin,SC_B_2979,CyDen Limited,,,,,FUN,S
SNEP,SC_B_2266,SNEP S.P.A,,,,,FUN,S
Snickers,SC_B_3196,Wm. Wrigley Jr. Company,,,,,FUN,S
Soave,SC_B_2028,MIPAAF,,,,,FUN,S
Soia & Kyo,SC_B_2259,APP GROUP ASIA LIMITED,,,,,FUN,S
Somfy,SC_B_2258,SOMFY ACTIVITES SA,somfyactivities.ipr@ybrandprotection.com,商标,Somfy,012191367,3C,S
Sony,SC_B_2803,Sony Group Corporation,,,,,3C,A
SP5DER,SC_B_3273,King Spider LLC,enforcement@sp5der-infringement.com,商标,Sp5der,6681320,FUN,S
Spillers,SC_B_3163,"MARS, INCORPORATED",,,,,FUN,S
Spotify,SC_B_2620,SPOTIFY AB,,,,,FUN,S
SpotSee,SC_B_2980,"ShockWatch, Inc.",,,,,FUN,S
Sprite,SC_B_2920,The Coca-Cola Company,,,,,FUN,S
Spy Optic,SC_B_2035,SPY OPTIC INC.,,,,,FUN,A
Squishmallow,SC_B_2641,"Kelly Toys Holdings, LLC",,,,,FUN,S
Squishville,SC_B_4991,"KELLY TOYS HOLDINGS, LLC",,,,,FUN,S
Stampin' Up!,SC_B_3533,Stampin' Up! Inc.,,,,,FUN,S
Stapelstein,SC_B_5008,joboo GmbH,,,,,FUN,S
Star Wars,SC_B_2044,"LUCASFILM LTD.LLC,LUCASFILM LTD. LLC,LUCASFILM LTD.LLC",,,,,FUN,S
Starbucks,SC_B_2045,星巴克公司,starbucks@rouse.com,商标,STARBUCKS,11396717,FUN,S
Starburst,SC_B_3197,Wm. Wrigley Jr. Company,wrigley.ipr@bp.corsearch.com,商标,STARBURST,1545544,FUN,S
Stella Artois,SC_B_2861,Anheuser-Busch InBev S.A.,,,,,FUN,S
Stellantis,SC_B_2260,"MARCADA SARL,PSAAUTOMOBILES SA",,,,,LUXURY,S
STEM,SC_B_5422,STEM S.R.L.,,,,,FUN,A
Stone & Strand,SC_B_2981,STONE & STRAND LLC,,,,,LUXURY,S
Stone Island,SC_B_2051,"C.P. COMPANY S.P.A.,SPORTSWEAR COMPANY - S.P.A.",,,,,LUXURY,A
Stylenanda,SC_B_2053,"KIM SO HEE,L'OREAL SOCIETE ANONYME",,,,,LUXURY,S
Sumitomo,SC_B_2969,住友商事株式会社,,,,,FUN,S
Sunlight,SC_B_2055,UNILEVER N.V.,,,,,FUN,S
Superdry,SC_B_3029,DKH Retail Limited,,,,,FUN,S
Swarovski,SC_B_2061,SWAROVSKI AKTIENGESELLSCHAFT,swarovski.enforcement.943194@incoproip.com,商标,SWAROVSKI,18055364,LUXURY,S
Swatch,SC_B_2062,SWATCH AG,,,,,LUXURY,S
Swiffer,SC_B_2064,The Procter &amp; Gamble Company,pg_enforce@opsecsecurity.com,商标,SWIFFER,133608,FUN,S
Syngenta,SC_B_2970,Syngenta Participations AG,,,,,FUN,S
T&S,SC_B_4947,"T & S Brass and Bronze Works, Inc.",,,,,FUN,S
T. & S. Brass,SC_B_4948,"T. & S. Brass and Bronze Works, Inc.",,,,,FUN,S
Taco Bell,SC_B_3235,Taco Bell Corp.,,,,,FUN,S
TAG Heuer,SC_B_1629,LVMH SWISS MANUFACTURES SA,lvmh.fllcops@sipi.in,商标,TAG HEUER,268951,LUXURY,S
Taleggio,SC_B_2068,MIPAAF,,,,,FUN,S
Talisker,SC_B_3050,Diageo Scotland Limited,,,,,FUN,S
Tanqueray,SC_B_2933,Diageo Brands B.V.,,,,,FUN,S
Tassimo,SC_B_3236,"Kraft Foods, Inc.",,,,,FUN,S
TaylorMade,SC_B_1952,泰勒梅高尔夫有限公司,wanhuida66@163.com,商标,TAYLORMADE,1746207,FUN,S
Team USA,SC_B_5531,United States Olympic Committee,,,,,FUN,S
Tecnifibre,SC_B_2359,Tecnifibre,,,,,FUN,S
Tenergy,SC_B_2083,TAMASU BUTTERFLY,,,,,FUN,A
Tetra Pak,SC_B_3531,Tetra Laval Holdings & Finance S.a.,,,,,FUN,S
Teva,SC_B_2086,DECKERS OUTDOOR CORPORATION,,,,,FUN,S
The Kooples,SC_B_2087,THE SKULLHEAD LUXEMBOURG,,,,,LUXURY,S
The Outnet,SC_B_2088,THE NET-A-PORTER GROUP LIMITED,,,,,LUXURY,S
Thom Browne,SC_B_3219,"Thom Browne, Inc.",,,,,LUXURY,S
Thomas,SC_B_3164,"MARS, INCORPORATED",,,,,FUN,S
Thomas & Friends,SC_B_2093,GULLANE(THOMAS)LIMITED,,,,,FUN,S
Thumb,SC_B_3170,允畅五金工具股份有限公司,,,,,FUN,A
Ti-Pure,SC_B_2095,The Chemours Company,chemours.enforcement@incoproip.com,商标,Ti-Pure,23295238,FUN,S
Tic Tac,SC_B_3068,FERRERO S.P.A.,,,,,LUXURY,S
Tide,SC_B_2096,The Procter &amp; Gamble Compnay,pg_enforce@opsecsecurity.com,商标,TIDE,75402,FUN,S
Tiffany,SC_B_2097,TIFFANY AND COMPANY,lvmh.fllcops@sipi.in,商标,TIFFANY,1093978,LUXURY,S
Tiger,SC_B_2098,Heineken Asia Pacific Pte. Ltd.,,,,,FUN,S
TIGI,SC_B_2100,UNILEVER PLC,brandprotection.china@unilever.com,商标,TIGI,G805960,FUN,S
tissot,SC_B_2102,TISSOT S.A.,,,,,LUXURY,S
Tommy Hilfiger,SC_B_1630,TOMMY HILFIGER LICENSING B.V.,hilfiger2015@sina.com,商标,HILFIGER,10314809,LUXURY,S
TOMS,SC_B_2109,"MYCOSKIE,LLC",,,,,FUN,S
Tostitos,SC_B_3062,"PEPSICO, INC.",,,,,FUN,S
Tottenham Hotspur,SC_B_2490,Tottenham Hotspur Limited,,,,,FUN,S
TOUS,SC_B_3037,"S. TOUS, SL",,,,,LUXURY,S
Toyota,SC_B_169,TOYOTA JIDOSHA KABUSHIKI KAISHA,toyota.ipr@ybrandprotection.com,商标,Toyota,1274034,FUN,S
Trebbiano d'Abruzzo,SC_B_2114,Mipaaf,,,,,FUN,S
TRESemmé,SC_B_2115,UNILEVER PLC,unilever.enforcement@incoproip.com,商标,Tresemme,2015047618,FUN,S
Tropicana,SC_B_3063,"Tropicana Products, Inc.",,,,,FUN,S
TRTL,SC_B_2984,Coolside Limited,,,,,FUN,S
Trump,SC_B_5287,DTTM Operations LLC,,,,,3C,S
Tudor,SC_B_1353,帝舵钟表有限公司 MONTRES TUDOR S.A.,jenny.woo@stu.net,商标,BLACK BAY,10338974,LUXURY,S
Tumblin' Monkeys,SC_B_2124,MATTEL Inc.,,,,,FUN,S
Uber,SC_B_2129,"Uber Technologies, Inc",brandprotection@uber.com,商标,UBER,41072870,FUN,S
UEFA,SC_B_3036,Union des Associations Europennes de Football (UEFA),takedown_uefa@pointerbp.nl,商标,UEFA EURO 2024,018571341,FUN,S
UFO,SC_B_4385,TRAVAINI MATTIA,,,,,FUN,S
Ultimate Fishing,SC_B_2135,ULTIMATE FISHING,,,,,FUN,S
Ultra Doux,SC_B_2136,L'OREAL SOCIETE ANONYME,,,,,LUXURY,S
Ulysse Nardin,SC_B_2137,Manufacture et Fabrique de Montres et Chronomètres,,,,,LUXURY,S
Under Armour,SC_B_2256,"UNDER ARMOUR, INC.",underarmour@convey.it,商标,SC,014576961,FUN,S
UNICEF,SC_B_3590,United Nations Children's Fund,infringements.unicef@netnames.com,商标,UNICEF,89001129,FUN,S
unicskin,SC_B_2985,UNICSKIN S.L.,,,,,LUXURY,S
Unilever,SC_B_2139,UNILEVER IP HOLDINGS B.V.,,,,,FUN,S
University of Kentucky,SC_B_5260,UNIVERSITY OF KENTUCKY,,,,,FUN,A
University of Louisville,SC_B_5261,University of Louisville,,,,,FUN,A
UNO,SC_B_2140,Mattel Inc.,mattel.enforcement@incoproip.com,商标,UNO,1005397,FUN,S
Unstopables,SC_B_2143,The Procter &amp; Gamble Company,pg_enforce@opsecsecurity.com,商标,UNSTOPABLES,12407150,FUN,S
Urban Decay,SC_B_2144,L'oreal,loreal@sipi.sg,商标,URBAN DECAY,7042143,LUXURY,S
USAopoly,SC_B_2986,"USAopoly, Inc.",,,,,FUN,S
Vacheron Constantin,SC_B_2146,RICHEMONT INTERNATIONAL SA,,,,,LUXURY,S
Valentino,SC_B_125,valentino s.p.a.,,,,,LUXURY,S
Valeo,SC_B_2254,VALEO,,,,,3C,S
Valpolicella,SC_B_2147,MIPAAF,,,,,FUN,S
Valpolicella Ripasso,SC_B_2148,Mipaaf,,,,,FUN,S
Van Cleef & Arpels,SC_B_188,VAN CLEEF &amp; ARPELS SA,brand-enforcement@incopro.co.uk,商标,VAN CLEEF & ARPELS,8878543,LUXURY,S
Vari-Lite,SC_B_3143,SIGNIFY HOLDING B.V.,,,,,3C,S
Venus,SC_B_2155,THE GILLETTE COMPANY,,,,,FUN,S
Versace,SC_B_2698,GIANNI VERSACE S.R.L.,,,,,LUXURY,S
Veuve Clicquot,SC_B_2292,MHCS,,,,,FUN,S
Vichy,SC_B_2158,L'OREAL SOCIETE ANONYME,,,,,LUXURY,S
Vicks,SC_B_2151,Procter &amp; Gamble Company,pg_enforce@opsecsecurity.com,商标,VAPORUB,158539,FUN,S
Victorinox,SC_B_2160,维氏股份公司 VICTORINOX AG,tousu_victorinox@schmitt-orlov.asia,商标,VICTORINOX,29147154,LUXURY,S
Viktor&Rolf,SC_B_3023,B.V. Brandnamecompany V & R,,,,,FUN,S
vileda,SC_B_3071,Vileda GmbH,,,,,FUN,S
Villamagna,SC_B_2162,MIPAAF,,,,,FUN,S
Vino Nobile di Montepulciano,SC_B_2163,Mipaaf - Consorzio del Vino Nobile di Montepulciano,,,,,FUN,S
Vitabiotics,SC_B_2987,Vitabiotics Ltd.,,,,,FUN,S
Vital Proteins,SC_B_3133,Société des produits Nestlé S.A.,,,,,FUN,S
vitaminwater,SC_B_2921,Energy Brands Inc.,,,,,FUN,S
Viton,SC_B_2165,"THE CHEMOURS COMPANY FC, LLC",chemours.enforcement@incoproip.com,商标,VITON,331601,FUN,S
VITRA,SC_B_1467,VITRA PATENTE AG,,,,,FUN,A
Vittel,SC_B_3134,NESTLE WATERS,,,,,FUN,S
Vivendi,SC_B_2963,VIVENDI SE,,,,,FUN,S
voiello,SC_B_2889,Barilla G.e R. Fratelli - Società per Azioni,,,,,FUN,S
Volvic,SC_B_2926,Société des Eaux de Volvic,,,,,FUN,S
WD-40,SC_B_3032,WD-40 MANUFACTURING COMPANY,,,,,FUN,S
Weber,SC_B_3033,Weber-Stephen Products LLC,,,,,FUN,S
Wenger,SC_B_2178,Wenger S.A.,post@b-monitor.ru,商标,WENGER,G976781,LUXURY,S
Whiskas,SC_B_3151,"MARS, INCORPORATED",,,,,FUN,S
Whisper,SC_B_2180,The Procter &amp; Gamble Company,pg_enforce@opsecsecurity.com,商标,WHISPER,16970172,FUN,S
William Lawson's,SC_B_2884,Bacardi & Company Limited,,,,,FUN,S
Wings,SC_B_2187,LUXOTTICA GROUP S.P.A.,,,,,LUXURY,S
Winnie the Pooh,SC_B_1918,"DISNEY ENTERPRISES,INC.",,,,,FUN,S
Winterfresh,SC_B_3198,Wm. Wrigley Jr. Company,,,,,FUN,S
Wiz,SC_B_3142,SIGNIFY HOLDING B.V.,,,,,3C,S
Wrigley,SC_B_3199,Wm. Wrigley Jr. Company,,,,,FUN,S
wundermix,SC_B_5311,Wundermix GmbH,,,,,FUN,A
Xbox,SC_B_2193,MICROSOFT CORPORATION,microsoft@convey.it,商标,XBOX,1698267,3C,S
XCMG,SC_B_3169,徐工集团工程机械股份有限公司,,,,,FUN,A
Xorus,SC_B_2199,ULTIMATE FISHING,,,,,FUN,A
yalux,SC_B_4401,TRAVAINI MATTIA,,,,,FUN,S
YETI,SC_B_1254,"YETI Coolers, LLC",brandprotection@yeti.com,商标,YETI,014677141,FUN,A
Young Thug,SC_B_4156,KING SPIDER LLC,,,,,FUN,A
YouTube,SC_B_2618,GOOGLE LLC,,,,,3C,S
YSL,SC_B_2210,YVES SAINT LAURENT PARFUMS,loreal@sipi.sg,商标,YSL MONOGRAM,158576,LUXURY,S
Yue Sai,SC_B_1266,L'OREAL SOCIETE ANONYME,,,,,LUXURY,S
yutong,SC_B_3177,郑州宇通客车股份有限公司,sstz@list.alibaba-inc.com,商标,YUTONG,1235473,FUN,A
Yves Rocher,SC_B_2344,LABORATOIRES DE BIOLOGIE VEGETALE YVES ROCHER,,,,,LUXURY,S
Zara,SC_B_20,"Industria de Diseño Textil, S.A.",,,,,FUN,S
Zebra,SC_B_3318,斑马技术公司 ZEBRA TECHNOLOGIES CORPORATION,trademarks@zebra.com,商标,ZEBRA,4270751,3C,A
Zegna,SC_B_3035,Consitex SA,,,,,LUXURY,S
Zenith,SC_B_2213,LVMH SWISS MANUFACTURES SA,,,,,LUXURY,S
ZhuZhu Pets,SC_B_3534,"CEPIA, LLC",,,,,FUN,S
Zooya,SC_B_3168,义乌市欧岑贸易有限公司,,,,,FUN,A
ZWILLING,SC_B_5134,ZWILLING J.A. Henckels AG,,,,,LUXURY,S
